run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_treatment_20260526_231706_021,high,treatment,high_treatment_20260526_231706_021,completed,20260528_050554,2026-05-28T05:12:11+0200,2,6,3,6,17,12,158950,69553,228503,376.039,Candidate C,consensus,Candidate C,1,0.956249,0.953672,0.95936,01_data/raw/simulations/high/high_treatment_20260526_231706_021/metadata.json,0,0,3,0,0.955715,0.953672,0.95936
high_treatment_20260526_231706_022,high,treatment,high_treatment_20260526_231706_022,completed,20260528_051214,2026-05-28T05:20:17+0200,2,6,4,8,18,14,163673,87783,251456,483.4488,Candidate C,consensus,Candidate C,1,0.958999,0.949928,0.968674,01_data/raw/simulations/high/high_treatment_20260526_231706_022/metadata.json,0,0,3,0,0.968674,0.958394,0.949928
high_treatment_20260526_231706_023,high,treatment,high_treatment_20260526_231706_023,completed,20260528_052020,2026-05-28T05:27:22+0200,2,6,3,6,18,12,147307,72930,220237,421.8158,Candidate C,consensus,Candidate C,1,0.94596,0.936197,0.95163,01_data/raw/simulations/high/high_treatment_20260526_231706_023/metadata.json,0,0,3,0,0.936197,0.95163,0.950052
high_treatment_20260526_231706_024,high,treatment,high_treatment_20260526_231706_024,completed,20260528_052725,2026-05-28T05:33:32+0200,2,6,2,4,18,10,144587,70290,214877,367.0229,Candidate B,consensus,Candidate C,0,0.954051,0.950704,0.95792,01_data/raw/simulations/high/high_treatment_20260526_231706_024/metadata.json,0,3,0,0,0.950704,0.95792,0.95353
high_treatment_20260526_231706_025,high,treatment,high_treatment_20260526_231706_025,completed,20260528_053336,2026-05-28T05:40:07+0200,2,6,2,4,18,10,199989,66724,266713,391.4591,Candidate C,consensus,Candidate C,1,0.938244,0.932622,0.946557,01_data/raw/simulations/high/high_treatment_20260526_231706_025/metadata.json,0,0,3,0,0.932622,0.935553,0.946557
high_treatment_20260526_231706_026,high,treatment,high_treatment_20260526_231706_026,completed,20260528_054010,2026-05-28T05:46:56+0200,2,6,1,2,17,8,142456,72802,215258,405.9925,Candidate C,consensus,Candidate C,1,0.949659,0.938229,0.960841,01_data/raw/simulations/high/high_treatment_20260526_231706_026/metadata.json,0,0,3,0,0.960841,0.938229,0.949908
high_treatment_20260526_231706_027,high,treatment,high_treatment_20260526_231706_027,completed,20260528_054659,2026-05-28T06:01:03+0200,2,6,5,10,17,16,186235,107238,293473,844.0707,Candidate C,consensus,Candidate C,1,0.962708,0.955338,0.967574,01_data/raw/simulations/high/high_treatment_20260526_231706_027/metadata.json,0,0,3,0,0.967574,0.965213,0.955338
high_treatment_20260526_231706_028,high,treatment,high_treatment_20260526_231706_028,completed,20260528_060107,2026-05-28T06:14:19+0200,4,12,2,4,34,16,363154,143733,506887,792.7475,Candidate C,consensus,Candidate C,1,0.917378,0.899753,0.935118,01_data/raw/simulations/high/high_treatment_20260526_231706_028/metadata.json,0,0,3,0,0.899753,0.935118,0.917262
high_treatment_20260526_231706_029,high,treatment,high_treatment_20260526_231706_029,completed,20260528_061423,2026-05-28T06:19:58+0200,2,6,0,0,17,6,117426,65499,182925,335.0407,Candidate C,consensus,Candidate C,1,0.954407,0.952077,0.956009,01_data/raw/simulations/high/high_treatment_20260526_231706_029/metadata.json,0,0,3,0,0.952077,0.956009,0.955135
high_treatment_20260526_231706_030,high,treatment,high_treatment_20260526_231706_030,completed,20260528_062001,2026-05-28T06:26:47+0200,2,6,1,2,17,8,151075,73407,224482,406.4881,Candidate C,consensus,Candidate C,1,0.931855,0.90939,0.96347,01_data/raw/simulations/high/high_treatment_20260526_231706_030/metadata.json,0,0,3,0,0.96347,0.922705,0.90939
high_treatment_20260526_231706_031,high,treatment,high_treatment_20260526_231706_031,completed,20260528_062651,2026-05-28T06:33:01+0200,2,6,4,8,18,14,167109,66890,233999,370.3139,Candidate C,consensus,Candidate C,1,0.961458,0.960039,0.963966,01_data/raw/simulations/high/high_treatment_20260526_231706_031/metadata.json,0,0,3,0,0.963966,0.960368,0.960039
high_treatment_20260526_231706_032,high,treatment,high_treatment_20260526_231706_032,completed,20260528_063304,2026-05-28T06:39:54+0200,2,6,5,10,16,16,181857,74677,256534,410.1469,Candidate C,consensus,Candidate C,1,0.946413,0.93733,0.952173,01_data/raw/simulations/high/high_treatment_20260526_231706_032/metadata.json,0,0,3,0,0.952173,0.949736,0.93733
high_treatment_20260526_231706_033,high,treatment,high_treatment_20260526_231706_033,completed,20260528_063958,2026-05-28T06:44:59+0200,2,6,1,2,18,8,112728,59801,172529,301.6711,Candidate B,consensus,Candidate C,0,0.955458,0.950469,0.95989,01_data/raw/simulations/high/high_treatment_20260526_231706_033/metadata.json,0,3,0,0,0.950469,0.95989,0.956016
high_treatment_20260526_231706_034,high,treatment,high_treatment_20260526_231706_034,completed,20260528_064503,2026-05-28T06:50:33+0200,2,6,1,2,18,8,122360,62781,185141,330.7344,Candidate B,consensus,Candidate C,0,0.950784,0.94738,0.956657,01_data/raw/simulations/high/high_treatment_20260526_231706_034/metadata.json,0,3,0,0,0.94738,0.948316,0.956657
high_treatment_20260526_231706_035,high,treatment,high_treatment_20260526_231706_035,completed,20260528_065037,2026-05-28T07:00:51+0200,3,9,2,4,27,13,225175,116192,341367,614.6438,Candidate C,consensus,Candidate C,1,0.947801,0.94117,0.95202,01_data/raw/simulations/high/high_treatment_20260526_231706_035/metadata.json,0,0,3,0,0.94117,0.95202,0.950212
high_treatment_20260526_231706_036,high,treatment,high_treatment_20260526_231706_036,completed,20260528_070054,2026-05-28T07:06:33+0200,2,6,0,0,18,6,132388,64066,196454,338.7049,Candidate B,consensus,Candidate C,0,0.944138,0.940764,0.950642,01_data/raw/simulations/high/high_treatment_20260526_231706_036/metadata.json,0,3,0,0,0.950642,0.941009,0.940764
high_treatment_20260526_231706_037,high,treatment,high_treatment_20260526_231706_037,completed,20260528_070636,2026-05-28T07:17:38+0200,3,9,4,8,25,17,266639,119762,386401,661.2489,Candidate C,consensus,Candidate C,1,0.96191,0.956014,0.964971,01_data/raw/simulations/high/high_treatment_20260526_231706_037/metadata.json,0,0,3,0,0.964971,0.964744,0.956014
high_treatment_20260526_231706_038,high,treatment,high_treatment_20260526_231706_038,completed,20260528_071741,2026-05-28T07:22:13+0200,2,6,0,0,18,6,102789,51800,154589,271.7211,Candidate B,consensus,Candidate C,0,0.943201,0.934932,0.95168,01_data/raw/simulations/high/high_treatment_20260526_231706_038/metadata.json,0,3,0,0,0.942992,0.934932,0.95168
high_treatment_20260526_231706_039,high,treatment,high_treatment_20260526_231706_039,completed,20260528_072216,2026-05-28T07:28:04+0200,2,6,2,4,18,10,132741,61177,193918,348.0007,Candidate B,consensus,Candidate C,0,0.953555,0.948122,0.959193,01_data/raw/simulations/high/high_treatment_20260526_231706_039/metadata.json,0,3,0,0,0.959193,0.948122,0.953349
high_treatment_20260526_231706_040,high,treatment,high_treatment_20260526_231706_040,completed,20260528_072807,2026-05-28T07:44:24+0200,4,12,3,6,36,18,427128,171661,598789,976.3921,Candidate D,consensus,Candidate C,0,0.912763,0.891353,0.932256,01_data/raw/simulations/high/high_treatment_20260526_231706_040/metadata.json,0,0,0,3,0.914681,0.932256,0.891353
high_treatment_20260526_231706_041,high,treatment,high_treatment_20260526_231706_041,completed,20260528_074427,2026-05-28T07:52:03+0200,2,6,3,6,17,12,172648,82113,254761,456.1612,Candidate C,consensus,Candidate C,1,0.944543,0.930218,0.961782,01_data/raw/simulations/high/high_treatment_20260526_231706_041/metadata.json,0,0,3,0,0.930218,0.961782,0.94163
high_treatment_20260526_231706_042,high,treatment,high_treatment_20260526_231706_042,completed,20260528_075206,2026-05-28T07:58:00+0200,2,6,3,6,18,12,153555,66572,220127,353.2777,Candidate A,consensus,Candidate C,0,0.940312,0.936128,0.948386,01_data/raw/simulations/high/high_treatment_20260526_231706_042/metadata.json,3,0,0,0,0.948386,0.936422,0.936128
high_treatment_20260526_231706_043,high,treatment,high_treatment_20260526_231706_043,completed,20260528_075803,2026-05-28T08:17:53+0200,3,9,0,0,26,9,249376,113996,363372,1190.5366,Candidate C,consensus,Candidate C,1,0.953285,0.949404,0.95741,01_data/raw/simulations/high/high_treatment_20260526_231706_043/metadata.json,0,0,3,0,0.95304,0.95741,0.949404
high_treatment_20260526_231706_044,high,treatment,high_treatment_20260526_231706_044,completed,20260528_081757,2026-05-28T08:25:34+0200,2,6,3,6,18,12,150514,80795,231309,457.7974,Candidate B,consensus,Candidate C,0,0.941365,0.928584,0.963508,01_data/raw/simulations/high/high_treatment_20260526_231706_044/metadata.json,0,3,0,0,0.963508,0.932002,0.928584
high_treatment_20260526_231706_045,high,treatment,high_treatment_20260526_231706_045,completed,20260528_082538,2026-05-28T08:31:50+0200,2,6,3,6,16,12,150773,69282,220055,372.8208,Candidate B,consensus,Candidate C,0,0.954596,0.94841,0.959695,01_data/raw/simulations/high/high_treatment_20260526_231706_045/metadata.json,0,3,0,0,0.959695,0.955682,0.94841
high_treatment_20260526_231706_046,high,treatment,high_treatment_20260526_231706_046,completed,20260528_083154,2026-05-28T08:37:57+0200,2,6,2,4,17,10,130429,69657,200086,363.0522,Candidate C,consensus,Candidate C,1,0.953453,0.949268,0.960199,01_data/raw/simulations/high/high_treatment_20260526_231706_046/metadata.json,0,0,3,0,0.960199,0.949268,0.950893
high_treatment_20260526_231706_047,high,treatment,high_treatment_20260526_231706_047,completed,20260528_083800,2026-05-28T08:44:31+0200,2,6,2,4,16,10,148263,70541,218804,391.1295,Candidate B,consensus,Candidate C,0,0.908948,0.89558,0.916925,01_data/raw/simulations/high/high_treatment_20260526_231706_047/metadata.json,0,3,0,0,0.89558,0.914338,0.916925
high_treatment_20260526_231706_048,high,treatment,high_treatment_20260526_231706_048,completed,20260528_084434,2026-05-28T08:58:13+0200,3,9,3,6,27,15,425464,130744,556208,819.0396,Candidate C,consensus,Candidate C,1,0.960968,0.956932,0.965905,01_data/raw/simulations/high/high_treatment_20260526_231706_048/metadata.json,0,0,3,0,0.965905,0.960067,0.956932
high_treatment_20260526_231706_049,high,treatment,high_treatment_20260526_231706_049,completed,20260528_085816,2026-05-28T09:04:27+0200,2,6,3,6,18,12,155265,69183,224448,370.7451,Candidate C,consensus,Candidate C,1,0.949917,0.9399,0.96588,01_data/raw/simulations/high/high_treatment_20260526_231706_049/metadata.json,0,0,3,0,0.96588,0.9399,0.943972
high_treatment_20260526_231706_050,high,treatment,high_treatment_20260526_231706_050,completed,20260528_090430,2026-05-28T09:20:50+0200,2,6,2,4,17,10,133937,76195,210132,979.6922,Candidate C,consensus,Candidate C,1,0.951652,0.94877,0.957291,01_data/raw/simulations/high/high_treatment_20260526_231706_050/metadata.json,0,0,3,0,0.957291,0.94877,0.948896
high_treatment_20260526_231706_051,high,treatment,high_treatment_20260526_231706_051,completed,20260528_092053,2026-05-28T09:32:59+0200,3,9,1,2,25,11,235032,128015,363047,725.9025,Candidate C,consensus,Candidate C,1,0.941734,0.93563,0.945346,01_data/raw/simulations/high/high_treatment_20260526_231706_051/metadata.json,0,0,3,0,0.945346,0.93563,0.944227
high_treatment_20260526_231706_052,high,treatment,high_treatment_20260526_231706_052,completed,20260528_093303,2026-05-28T09:39:11+0200,2,6,3,6,17,12,142825,70206,213031,368.5883,Candidate C,consensus,Candidate C,1,0.952932,0.94299,0.95832,01_data/raw/simulations/high/high_treatment_20260526_231706_052/metadata.json,0,0,3,0,0.95832,0.94299,0.957487
high_treatment_20260526_231706_053,high,treatment,high_treatment_20260526_231706_053,completed,20260528_093914,2026-05-28T09:51:08+0200,3,9,1,2,26,11,247398,130967,378365,713.7448,Candidate C,consensus,Candidate C,1,0.961923,0.960656,0.964083,01_data/raw/simulations/high/high_treatment_20260526_231706_053/metadata.json,0,0,3,0,0.964083,0.960656,0.961029
high_treatment_20260526_231706_054,high,treatment,high_treatment_20260526_231706_054,completed,20260528_095111,2026-05-28T10:01:10+0200,2,6,0,0,17,6,134408,93041,227449,598.7399,Candidate C,consensus,Candidate C,1,0.944815,0.936773,0.951715,01_data/raw/simulations/high/high_treatment_20260526_231706_054/metadata.json,0,0,3,0,0.951715,0.945956,0.936773
high_treatment_20260526_231706_055,high,treatment,high_treatment_20260526_231706_055,completed,20260528_100114,2026-05-28T10:06:50+0200,2,6,4,8,18,14,148587,62597,211184,335.8535,Candidate C,consensus,Candidate C,1,0.944997,0.936748,0.959464,01_data/raw/simulations/high/high_treatment_20260526_231706_055/metadata.json,0,0,3,0,0.959464,0.93878,0.936748
high_treatment_20260526_231706_056,high,treatment,high_treatment_20260526_231706_056,completed,20260528_100653,2026-05-28T10:14:13+0200,2,6,3,6,17,12,136670,79947,216617,440.4372,Candidate C,consensus,Candidate C,1,0.953991,0.950781,0.958639,01_data/raw/simulations/high/high_treatment_20260526_231706_056/metadata.json,0,0,3,0,0.958639,0.952554,0.950781
high_treatment_20260526_231706_057,high,treatment,high_treatment_20260526_231706_057,completed,20260528_101416,2026-05-28T10:20:33+0200,2,6,1,2,17,8,128840,71666,200506,377.0082,Candidate C,consensus,Candidate C,1,0.951012,0.937574,0.959378,01_data/raw/simulations/high/high_treatment_20260526_231706_057/metadata.json,0,0,3,0,0.956083,0.959378,0.937574
high_treatment_20260526_231706_058,high,treatment,high_treatment_20260526_231706_058,completed,20260528_102037,2026-05-28T10:27:13+0200,2,6,1,2,18,8,141069,75037,216106,396.823,Candidate C,consensus,Candidate C,1,0.953824,0.948127,0.960733,01_data/raw/simulations/high/high_treatment_20260526_231706_058/metadata.json,0,0,3,0,0.948127,0.952613,0.960733
high_treatment_20260526_231706_059,high,treatment,high_treatment_20260526_231706_059,completed,20260528_102717,2026-05-28T10:32:39+0200,2,6,1,2,18,8,116938,61530,178468,322.6895,Candidate C,consensus,Candidate C,1,0.960549,0.959366,0.962885,01_data/raw/simulations/high/high_treatment_20260526_231706_059/metadata.json,0,0,3,0,0.959395,0.959366,0.962885
high_treatment_20260526_231706_060,high,treatment,high_treatment_20260526_231706_060,completed,20260528_103243,2026-05-28T10:41:28+0200,2,6,0,0,18,6,130347,85061,215408,525.1942,Candidate C,consensus,Candidate C,1,0.937,0.910192,0.957772,01_data/raw/simulations/high/high_treatment_20260526_231706_060/metadata.json,0,0,3,0,0.957772,0.943035,0.910192
high_treatment_20260526_231706_061,high,treatment,high_treatment_20260526_231706_061,completed,20260528_104131,2026-05-28T10:47:46+0200,2,6,1,2,18,8,140118,70659,210777,374.6542,Candidate B,consensus,Candidate C,0,0.966293,0.964487,0.968695,01_data/raw/simulations/high/high_treatment_20260526_231706_061/metadata.json,0,3,0,0,0.968695,0.965696,0.964487
high_treatment_20260526_231706_062,high,treatment,high_treatment_20260526_231706_062,completed,20260528_104749,2026-05-28T10:54:45+0200,2,6,2,4,17,10,147962,78018,225980,416.3375,Candidate B,consensus,Candidate C,0,0.945033,0.940432,0.950821,01_data/raw/simulations/high/high_treatment_20260526_231706_062/metadata.json,0,3,0,0,0.943845,0.940432,0.950821
high_treatment_20260526_231706_063,high,treatment,high_treatment_20260526_231706_063,completed,20260528_105449,2026-05-28T11:01:04+0200,2,6,1,2,18,8,149431,71070,220501,375.8834,Candidate C,consensus,Candidate C,1,0.964827,0.960593,0.967602,01_data/raw/simulations/high/high_treatment_20260526_231706_063/metadata.json,0,0,3,0,0.960593,0.966285,0.967602
high_treatment_20260526_231706_064,high,treatment,high_treatment_20260526_231706_064,completed,20260528_110108,2026-05-28T11:13:30+0200,2,6,0,0,18,6,144710,99910,244620,742.015,Candidate C,consensus,Candidate C,1,0.949311,0.941477,0.95943,01_data/raw/simulations/high/high_treatment_20260526_231706_064/metadata.json,0,0,3,0,0.95943,0.947027,0.941477
high_treatment_20260526_231706_065,high,treatment,high_treatment_20260526_231706_065,completed,20260528_111333,2026-05-28T11:17:48+0200,2,6,0,0,18,6,92850,48974,141824,254.839,Candidate B,consensus,Candidate C,0,0.952193,0.948869,0.958203,01_data/raw/simulations/high/high_treatment_20260526_231706_065/metadata.json,0,3,0,0,0.958203,0.948869,0.949506
high_treatment_20260526_231706_066,high,treatment,high_treatment_20260526_231706_066,completed,20260528_111751,2026-05-28T11:27:48+0200,3,9,1,2,27,11,228264,110478,338742,597.0124,Candidate B,consensus,Candidate C,0,0.955663,0.948629,0.962369,01_data/raw/simulations/high/high_treatment_20260526_231706_066/metadata.json,0,3,0,0,0.955991,0.948629,0.962369
high_treatment_20260526_231706_067,high,treatment,high_treatment_20260526_231706_067,completed,20260528_112751,2026-05-28T11:34:02+0200,2,6,2,4,17,10,133961,67360,201321,370.6438,Candidate B,consensus,Candidate C,0,0.95585,0.953677,0.959978,01_data/raw/simulations/high/high_treatment_20260526_231706_067/metadata.json,0,3,0,0,0.959978,0.953677,0.953896
high_treatment_20260526_231706_068,high,treatment,high_treatment_20260526_231706_068,completed,20260528_113405,2026-05-28T11:40:02+0200,2,6,2,4,17,10,149069,67241,216310,357.2635,Candidate C,consensus,Candidate C,1,0.948624,0.935658,0.960326,01_data/raw/simulations/high/high_treatment_20260526_231706_068/metadata.json,0,0,3,0,0.935658,0.960326,0.949888
high_treatment_20260526_231706_069,high,treatment,high_treatment_20260526_231706_069,completed,20260528_114006,2026-05-28T11:46:29+0200,2,6,3,6,17,12,142474,71666,214140,383.0012,Candidate B,consensus,Candidate C,0,0.950388,0.944621,0.958379,01_data/raw/simulations/high/high_treatment_20260526_231706_069/metadata.json,0,3,0,0,0.958379,0.944621,0.948163
high_treatment_20260526_231706_070,high,treatment,high_treatment_20260526_231706_070,completed,20260528_114632,2026-05-28T11:52:48+0200,2,6,6,12,15,18,203272,68011,271283,376.1249,Candidate A,consensus,Candidate C,0,0.940133,0.923505,0.957303,01_data/raw/simulations/high/high_treatment_20260526_231706_070/metadata.json,3,0,0,0,0.957303,0.923505,0.93959
high_treatment_20260526_231706_071,high,treatment,high_treatment_20260526_231706_071,completed,20260528_115251,2026-05-28T12:00:03+0200,2,6,4,8,18,14,170997,78530,249527,431.6164,Candidate A,consensus,Candidate C,0,0.939005,0.929496,0.955566,01_data/raw/simulations/high/high_treatment_20260526_231706_071/metadata.json,3,0,0,0,0.929496,0.931954,0.955566
high_treatment_20260526_231706_072,high,treatment,high_treatment_20260526_231706_072,completed,20260528_120006,2026-05-28T12:05:28+0200,2,6,3,6,18,12,150774,59881,210655,321.8208,Candidate C,consensus,Candidate C,1,0.945079,0.931682,0.958419,01_data/raw/simulations/high/high_treatment_20260526_231706_072/metadata.json,0,0,3,0,0.945135,0.958419,0.931682
high_treatment_20260526_231706_073,high,treatment,high_treatment_20260526_231706_073,completed,20260528_120531,2026-05-28T12:10:09+0200,2,6,2,4,18,10,117045,53315,170360,277.6821,Candidate C,consensus,Candidate C,1,0.946427,0.935183,0.952406,01_data/raw/simulations/high/high_treatment_20260526_231706_073/metadata.json,0,0,3,0,0.952406,0.951693,0.935183
high_treatment_20260526_231706_074,high,treatment,high_treatment_20260526_231706_074,completed,20260528_121012,2026-05-28T12:15:24+0200,2,6,0,0,18,6,114249,60124,174373,312.2311,Candidate B,consensus,Candidate C,0,0.943227,0.934689,0.947709,01_data/raw/simulations/high/high_treatment_20260526_231706_074/metadata.json,0,3,0,0,0.934689,0.947709,0.947283
high_treatment_20260526_231706_075,high,treatment,high_treatment_20260526_231706_075,completed,20260528_121527,2026-05-28T12:22:33+0200,2,6,4,8,18,14,147519,78166,225685,426.0107,Candidate B,consensus,Candidate C,0,0.954434,0.94694,0.958859,01_data/raw/simulations/high/high_treatment_20260526_231706_075/metadata.json,0,3,0,0,0.957504,0.958859,0.94694
high_treatment_20260526_231706_076,high,treatment,high_treatment_20260526_231706_076,completed,20260528_122237,2026-05-28T12:37:16+0200,2,6,0,0,18,6,109697,55576,165273,879.0941,Candidate B,consensus,Candidate C,0,0.946376,0.939445,0.952237,01_data/raw/simulations/high/high_treatment_20260526_231706_076/metadata.json,0,3,0,0,0.947445,0.939445,0.952237
high_treatment_20260526_231706_077,high,treatment,high_treatment_20260526_231706_077,completed,20260528_123719,2026-05-28T12:43:19+0200,2,6,0,0,17,6,122526,68681,191207,360.0309,Candidate C,consensus,Candidate C,1,0.944198,0.939991,0.95002,01_data/raw/simulations/high/high_treatment_20260526_231706_077/metadata.json,0,0,3,0,0.942582,0.95002,0.939991
high_treatment_20260526_231706_078,high,treatment,high_treatment_20260526_231706_078,completed,20260528_124322,2026-05-28T12:48:49+0200,2,6,1,2,18,8,117037,59680,176717,326.2998,Candidate C,consensus,Candidate C,1,0.952103,0.93998,0.963879,01_data/raw/simulations/high/high_treatment_20260526_231706_078/metadata.json,0,0,3,0,0.963879,0.952451,0.93998
high_treatment_20260526_231706_079,high,treatment,high_treatment_20260526_231706_079,completed,20260528_130022,2026-05-28T13:06:36+0200,2,6,3,6,16,12,160512,70305,230817,373.6506,Candidate C,consensus,Candidate C,1,0.959838,0.945324,0.976849,01_data/raw/simulations/high/high_treatment_20260526_231706_079/metadata.json,0,0,3,0,0.976849,0.945324,0.95734
high_treatment_20260526_231706_080,high,treatment,high_treatment_20260526_231706_080,completed,20260528_130639,2026-05-28T13:21:50+0200,5,15,1,2,45,17,442714,165107,607821,911.4448,Candidate B,max_round_majority_vote,Candidate C,0,0.932219,0.930902,0.933878,01_data/raw/simulations/high/high_treatment_20260526_231706_080/metadata.json,0,2,1,0,0.930902,0.931878,0.933878
high_treatment_20260526_231706_081,high,treatment,high_treatment_20260526_231706_081,completed,20260528_132154,2026-05-28T13:38:42+0200,5,15,0,0,42,15,450256,180037,630293,1008.8704,Candidate C,max_round_majority_vote,Candidate C,1,0.957348,0.948717,0.973936,01_data/raw/simulations/high/high_treatment_20260526_231706_081/metadata.json,0,0,2,1,0.949392,0.973936,0.948717
high_treatment_20260526_231706_082,high,treatment,high_treatment_20260526_231706_082,completed,20260528_133846,2026-05-28T13:45:18+0200,2,6,4,8,18,14,176420,73182,249602,392.1036,Candidate C,consensus,Candidate C,1,0.963882,0.961496,0.967368,01_data/raw/simulations/high/high_treatment_20260526_231706_082/metadata.json,0,0,3,0,0.967368,0.962782,0.961496
high_treatment_20260526_231706_083,high,treatment,high_treatment_20260526_231706_083,completed,20260528_134521,2026-05-28T13:51:18+0200,2,6,2,4,18,10,135284,68105,203389,356.8669,Candidate C,consensus,Candidate C,1,0.950945,0.940523,0.964793,01_data/raw/simulations/high/high_treatment_20260526_231706_083/metadata.json,0,0,3,0,0.947518,0.940523,0.964793
high_treatment_20260526_231706_084,high,treatment,high_treatment_20260526_231706_084,completed,20260528_135121,2026-05-28T13:56:35+0200,2,6,2,4,17,10,138485,58536,197021,313.7702,Candidate C,consensus,Candidate C,1,0.952365,0.946777,0.961071,01_data/raw/simulations/high/high_treatment_20260526_231706_084/metadata.json,0,0,3,0,0.961071,0.949248,0.946777
high_treatment_20260526_231706_085,high,treatment,high_treatment_20260526_231706_085,completed,20260528_135638,2026-05-28T14:04:40+0200,2,6,6,12,18,18,168990,86579,255569,481.6354,Candidate C,consensus,Candidate C,1,0.929499,0.91742,0.937984,01_data/raw/simulations/high/high_treatment_20260526_231706_085/metadata.json,0,0,3,0,0.937984,0.91742,0.933094
high_treatment_20260526_231706_086,high,treatment,high_treatment_20260526_231706_086,completed,20260528_140443,2026-05-28T14:10:08+0200,2,6,0,0,18,6,110093,64522,174615,325.5794,Candidate C,consensus,Candidate C,1,0.958627,0.951965,0.964799,01_data/raw/simulations/high/high_treatment_20260526_231706_086/metadata.json,0,0,3,0,0.964799,0.959116,0.951965
high_treatment_20260526_231706_087,high,treatment,high_treatment_20260526_231706_087,completed,20260528_141012,2026-05-28T14:16:35+0200,2,6,2,4,18,10,158032,70286,228318,383.1524,Candidate C,consensus,Candidate C,1,0.949859,0.94612,0.95226,01_data/raw/simulations/high/high_treatment_20260526_231706_087/metadata.json,0,0,3,0,0.94612,0.95226,0.951196
high_treatment_20260526_231706_088,high,treatment,high_treatment_20260526_231706_088,completed,20260528_141638,2026-05-28T14:22:27+0200,2,6,1,2,18,8,116578,65358,181936,349.5145,Candidate D,consensus,Candidate C,0,0.947814,0.940868,0.955532,01_data/raw/simulations/high/high_treatment_20260526_231706_088/metadata.json,0,0,0,3,0.947042,0.940868,0.955532
high_treatment_20260526_231706_089,high,treatment,high_treatment_20260526_231706_089,completed,20260528_142231,2026-05-28T14:28:58+0200,2,6,3,6,18,12,144853,70833,215686,387.6971,Candidate B,consensus,Candidate C,0,0.95097,0.942881,0.962161,01_data/raw/simulations/high/high_treatment_20260526_231706_089/metadata.json,0,3,0,0,0.962161,0.947868,0.942881
high_treatment_20260526_231706_090,high,treatment,high_treatment_20260526_231706_090,completed,20260528_142902,2026-05-28T14:33:43+0200,2,6,0,0,18,6,103495,55185,158680,280.8507,Candidate B,consensus,Candidate C,0,0.941842,0.931273,0.950148,01_data/raw/simulations/high/high_treatment_20260526_231706_090/metadata.json,0,3,0,0,0.950148,0.944104,0.931273
high_treatment_20260526_231706_091,high,treatment,high_treatment_20260526_231706_091,completed,20260528_143346,2026-05-28T14:40:00+0200,2,6,3,6,18,12,162882,65920,228802,374.2131,Candidate C,consensus,Candidate C,1,0.945194,0.939276,0.956476,01_data/raw/simulations/high/high_treatment_20260526_231706_091/metadata.json,0,0,3,0,0.939276,0.956476,0.93983
high_treatment_20260526_231706_092,high,treatment,high_treatment_20260526_231706_092,completed,20260528_144003,2026-05-28T14:44:40+0200,2,6,1,2,18,8,113275,53851,167126,276.9142,Candidate C,consensus,Candidate C,1,0.952475,0.950054,0.956051,01_data/raw/simulations/high/high_treatment_20260526_231706_092/metadata.json,0,0,3,0,0.956051,0.950054,0.951321
high_treatment_20260526_231706_093,high,treatment,high_treatment_20260526_231706_093,completed,20260528_144443,2026-05-28T14:50:43+0200,2,6,3,6,17,12,133811,66953,200764,359.9505,Candidate B,consensus,Candidate C,0,0.959437,0.956702,0.964437,01_data/raw/simulations/high/high_treatment_20260526_231706_093/metadata.json,0,3,0,0,0.956702,0.957172,0.964437
high_treatment_20260526_231706_094,high,treatment,high_treatment_20260526_231706_094,completed,20260528_145047,2026-05-28T14:59:36+0200,3,9,1,2,27,11,261869,95143,357012,528.9098,Candidate D,consensus,Candidate C,0,0.953102,0.94413,0.962404,01_data/raw/simulations/high/high_treatment_20260526_231706_094/metadata.json,0,0,0,3,0.94413,0.962404,0.952771
high_treatment_20260526_231706_095,high,treatment,high_treatment_20260526_231706_095,completed,20260528_145939,2026-05-28T15:05:37+0200,2,6,3,6,18,12,150412,66256,216668,358.2751,Candidate C,consensus,Candidate C,1,0.958139,0.948423,0.965683,01_data/raw/simulations/high/high_treatment_20260526_231706_095/metadata.json,0,0,3,0,0.96031,0.965683,0.948423
high_treatment_20260526_231706_096,high,treatment,high_treatment_20260526_231706_096,completed,20260528_150540,2026-05-28T15:22:01+0200,2,6,1,2,15,8,180894,69191,250085,980.6377,Candidate C,consensus,Candidate C,1,0.933325,0.922565,0.944292,01_data/raw/simulations/high/high_treatment_20260526_231706_096/metadata.json,0,0,3,0,0.944292,0.933118,0.922565
high_treatment_20260526_231706_097,high,treatment,high_treatment_20260526_231706_097,completed,20260528_152204,2026-05-28T15:28:34+0200,2,6,3,6,17,12,154033,73461,227494,390.2091,Candidate C,consensus,Candidate C,1,0.959246,0.957033,0.961338,01_data/raw/simulations/high/high_treatment_20260526_231706_097/metadata.json,0,0,3,0,0.961338,0.959367,0.957033
